classifier,accuracy,precision,recall,f1-score,support
Decision Tree,0.9603960396039604,0.9627812781278127,0.9603960396039604,0.9603017444601604,101.0
kNN,0.900990099009901,0.8774379462237721,0.900990099009901,0.882483174788067,101.0
SVM,0.9504950495049505,0.9131600660066007,0.9504950495049505,0.9292591328098326,101.0
